Time,NO_1,NO_2,NO_3,NO_4,NO_5
7237,3898,4279,3223,2252,1996
7238,3935,4268,3240,2292,1983
7239,3968,4250,3184,2263,1983
7240,4006,4225,3210,2324,2005
7241,4027,4193,3138,2315,2009
7242,3898,4145,3035,2318,2019
7243,3747,4054,2886,2285,1993
7244,3586,4022,2928,2242,1904
7245,3410,3905,2891,2202,1864
7246,3279,3825,2753,2096,1817
7247,3069,3705,2777,2074,1780
7248,2977,3675,2765,2046,1752
7249,2862,3596,2601,2040,1739
7250,2815,3678,2477,2024,1733
7251,2832,3575,2611,1968,1729
7252,2839,3498,2750,1993,1551
7253,2973,3794,2785,2045,1621
7254,3178,3951,2855,2141,1787
7255,3397,4060,2977,2219,1879
7256,3606,4053,2882,2210,1903
7257,3736,4031,3016,2224,1906
7258,3722,4116,3091,2244,1895
7259,3662,4011,2839,2287,1892
7260,3576,3970,2954,2258,1883
7261,3535,4013,3059,2281,1883
7262,3584,3995,3126,2306,1897
7263,3718,3930,3190,2321,1924
7264,3758,4055,3352,2306,1966
7265,3839,4210,3399,2312,1968
7266,3728,3961,3257,2345,1979
7267,3572,4037,2972,2287,1929
7268,3446,3951,2924,2191,1913
7269,3269,3887,2933,2104,1869
7270,3148,3777,2882,2006,1800
7271,3044,3653,2840,1897,1749
7272,2936,3602,2903,1926,1759
7273,2810,3536,2847,1869,1535
7274,2810,3536,2847,1869,1535
7275,2800,3404,2826,1732,1628
7276,2809,3515,2746,1790,1658
7277,2843,3632,2685,1874,1627
7278,2936,3790,2708,1967,1652
7279,3058,3790,2911,2031,1797
7280,3312,3825,2873,2022,1857
7281,3505,3923,2894,2045,1888
7282,3561,3955,2962,2048,1890
7283,3484,3916,2886,2067,1879
7284,3411,3858,2762,2065,1902
7285,3389,3912,2920,2065,1885
7286,3474,4037,3037,2101,1907
7287,3538,4016,3189,2182,1891
7288,3691,3957,3248,2196,1960
7289,3870,4036,3263,2182,1996
7290,3849,3838,3124,2219,2007
7291,3718,4099,2982,2195,2034
7292,3737,4044,2934,2184,1955
7293,3682,4017,2998,2199,1980
7294,3460,3976,2932,2158,1950
7295,3259,3841,2699,2132,1830
7296,3152,3781,2684,1983,1733
7297,2998,3948,2833,2065,1766
7298,2955,4072,2911,2097,1775
7299,3015,3864,2780,1934,1763
7300,3067,3655,2720,1890,1766
7301,3190,3680,2935,1953,1786
7302,3625,4005,3122,2102,1911
7303,4068,4379,3228,2210,2203
7304,4160,4386,3190,2222,2078
7305,4131,4299,3268,2194,2031
7306,4091,4263,3213,2215,2017
7307,4060,4235,3165,2246,2013
7308,4067,4350,3279,2171,1923
7309,4070,4361,3310,2218,1959
7310,4022,4448,3180,2216,2038
7311,4015,4458,3195,2278,2040
7312,4165,4495,3298,2295,2062
7313,4246,4462,3194,2239,2133
7314,4149,4450,3253,2204,2091
7315,4099,4326,3211,2123,2081
7316,3987,4311,3153,2099,2050
7317,3856,4168,3081,2063,2022
7318,3645,4064,3119,2006,1955
7319,3385,3895,2926,1983,1888
7320,3169,3702,2916,1975,1815
7321,3070,3594,2872,1936,1795
7322,2991,3555,2808,1839,1752
7323,2981,3607,2886,1878,1787
7324,2917,3761,2833,1870,1786
7325,3192,3986,2699,1940,1843
7326,3672,4284,2946,2004,1916
7327,4061,4442,3174,2002,2020
7328,4185,4463,3021,2115,2023
7329,4186,4550,3104,2259,2043
7330,4165,4532,3185,2251,2063
7331,4110,4518,3149,2231,2027
7332,4148,4402,3015,2226,2172
7333,4138,4429,3065,2188,2105
7334,4130,4339,3067,2252,1942
7335,4152,4389,3083,2232,1955
7336,4308,4473,3202,2266,2125
7337,4355,4556,3090,2196,2106
7338,4281,4571,2956,2180,2114
7339,4207,4423,3035,2184,2126
7340,4104,4335,2952,2181,2028
7341,3981,4324,2968,2197,2027
7342,3786,4260,3047,2133,1961
7343,3547,4075,2953,2030,1888
7344,3346,3977,2968,2060,1830
7345,3208,3922,2818,2084,1802
7346,3145,3876,2787,1997,1794
7347,3133,3893,2840,1991,1781
7348,3184,3937,2869,1964,1782
7349,3347,4062,2937,2082,1819
7350,3814,4347,3140,2185,1942
7351,4303,4670,3385,2278,2117
7352,4378,4706,3413,2293,2037
7353,4369,4684,3370,2327,2116
7354,4331,4671,3420,2293,2104
7355,4314,4509,3406,2290,2100
7356,4311,4532,3367,2333,2094
7357,4295,4595,3360,2335,2115
7358,4304,4606,3349,2308,2119
7359,4328,4595,3356,2350,2223
7360,4462,4682,3478,2347,2330
7361,4515,4753,3520,2344,2423
7362,4433,4704,3458,2334,2206
7363,4353,4669,3485,2287,2142
7364,4257,4609,3454,2237,2118
7365,4157,4569,3405,2187,2092
7366,3986,4446,3327,2158,2058
7367,3752,4288,3217,2089,1953
7368,3546,4204,3130,2092,1935
7369,3417,4143,3066,2027,1905
7370,3372,4099,3049,1946,1880
7371,3353,4117,3052,2021,1869
7372,3395,4163,3045,2061,1871
7373,3582,4263,3083,2096,1882
7374,4081,4588,3283,2149,2020
7375,4595,5011,3541,2304,2167
7376,4740,5020,3597,2340,2215
7377,4750,4947,3609,2338,2189
7378,4630,4861,3611,2339,2359
7379,4535,4768,3535,2317,2153
7380,4493,4676,3412,2291,2137
7381,4426,4621,3469,2291,2091
7382,4420,4609,3499,2304,2085
7383,4507,4651,3500,2266,2084
7384,4691,4747,3559,2291,2191
7385,4749,4806,3540,2267,2208
7386,4674,4699,3503,2205,2131
7387,4502,4406,3272,2156,2142
7388,4528,4554,3386,2192,2130
7389,4438,4475,3311,2174,2080
7390,4252,4444,3127,2124,2050
7391,4021,4226,2957,2084,1975
7392,3803,4125,2987,2058,1922
7393,3684,4160,2896,1992,1880
7394,3619,4062,2984,2022,1864
7395,3608,4040,3053,1991,1830
7396,3658,3931,2978,2020,1835
7397,3813,4083,2998,2017,1881
7398,4303,4583,3484,2061,1998
7399,4881,4975,3434,2234,2080
7400,5027,5019,3311,2285,2097
7401,5033,4557,3604,2368,2091
7402,4976,4281,3699,2359,2136
7403,4923,4409,3533,2312,2133
7404,4818,4632,3638,2353,2057
7405,4763,4711,3370,2347,2027
7406,4677,4592,3398,2326,2063
7407,4677,4565,3500,2365,2123
7408,4860,4703,3542,2368,2160
7409,4918,4898,3584,2359,2154
7410,4881,4814,3456,2381,2129
7411,4852,4576,3492,2386,2078
7412,4605,4456,3261,2271,2055
7413,4345,4374,3317,2207,2003
7414,4159,4240,3340,2188,1966
7415,4022,4177,3283,2221,1923
7416,3833,3956,2981,2128,1914
7417,3704,3824,3062,2101,1871
7418,3653,3768,3027,2073,1845
7419,3668,3887,3038,2060,1832
7420,3666,4040,3043,2064,1827
7421,3697,4008,2980,2086,1832
7422,3861,3948,2888,2104,1982
7423,4004,3957,3149,2194,1923
7424,4254,4114,3415,2223,1984
7425,4400,4353,3497,2304,2047
7426,4327,4417,3477,2333,2094
7427,4150,4364,3436,2354,2080
7428,4148,4273,3398,2335,2075
7429,4094,4180,3357,2310,2225
7430,4052,4331,3402,2320,2094
7431,4177,4399,3502,2316,2089
7432,4368,4453,3582,2328,2151
7433,4436,4412,3546,2331,2174
7434,4502,4483,3545,2328,2147
7435,4474,4381,3434,2318,2127
7436,4320,4276,3303,2267,2019
7437,4166,4227,3196,2172,2001
7438,3990,4057,3161,2107,1997
7439,3884,3982,3212,2048,1957
7440,3798,4007,3226,2095,1848
7441,3686,4042,3179,2089,1909
7442,3605,3945,3192,2098,1874
7443,3535,3949,3211,2060,1866
7444,3489,3966,3178,2028,1817
7445,3533,3829,3276,2046,1771
7446,3623,4017,3291,2076,1878
7447,3737,4148,3331,2140,1838
7448,3876,4179,3447,2203,1915
7449,4158,4337,3565,2317,1921
7450,4306,4396,3370,2246,1980
7451,4389,4408,3333,2272,2003
7452,4395,4383,3328,2256,1963
7453,4427,4331,3450,2290,1976
7454,4508,4348,3500,2312,2033
7455,4581,4405,3554,2376,2042
7456,4705,4470,3527,2396,2139
7457,4772,4528,3587,2382,2186
7458,4727,4520,3617,2436,2175
7459,4666,4455,3569,2398,2105
7460,4602,4615,3493,2376,2073
7461,4427,4453,3500,2404,2036
7462,4280,4195,3345,2343,2004
7463,3978,4188,3333,2222,1932
7464,3772,4183,3347,2325,1895
7465,3683,4193,3362,2299,1853
7466,3663,4229,3288,2277,1844
7467,3647,4225,3277,2240,1872
7468,3697,4409,3223,2227,1844
7469,3960,4510,3308,2324,1911
7470,4432,4952,3488,2464,2033
7471,5022,5141,3857,2499,2224
7472,5091,5245,3956,2549,2274
7473,5243,5034,3904,2590,2235
7474,5174,5052,3901,2625,2241
7475,5013,5011,3827,2633,2200
7476,5013,4896,3722,2596,2211
7477,5004,4846,3634,2582,2156
7478,5024,4881,3634,2533,2228
7479,5109,4932,3791,2588,2282
7480,5187,4886,3858,2630,2242
7481,5134,4828,3696,2603,2237
7482,5015,4823,3703,2528,2204
7483,4975,4666,3678,2524,2175
7484,4876,4632,3676,2485,2132
7485,4718,4583,3614,2443,2084
7486,4512,4434,3459,2410,2041
7487,4277,4300,3403,2347,1978
7488,4081,4216,3543,2322,1963
7489,3919,4122,3467,2297,1924
7490,3787,4046,3447,2191,1879
7491,3752,4039,3209,2229,1846
7492,3775,4074,3200,2203,1839
7493,3908,4142,3415,2301,1867
7494,4434,4537,3444,2407,2024
7495,4953,5038,3617,2543,2104
7496,5004,4884,3500,2574,2098
7497,4889,4643,3534,2618,2099
7498,4813,4550,3578,2643,2108
7499,4682,4568,3334,2603,2072
7500,4679,4704,3446,2533,2059
7501,4606,4701,3571,2527,2043
7502,4594,4672,3519,2526,2041
7503,4617,4668,3525,2633,2037
7504,4755,4696,3592,2646,2100
7505,4771,4605,3585,2539,2120
7506,4646,4450,3561,2520,2122
7507,4556,4329,3530,2518,2088
7508,4476,4445,3481,2501,2072
7509,4355,4465,3301,2409,2015
7510,4137,4242,3177,2320,1989
7511,3867,4053,3083,2241,1756
7512,3633,4119,3080,2247,1809
7513,3500,3904,2954,2182,1761
7514,3407,3951,2864,2189,1726
7515,3328,4042,2930,2180,1719
7516,3318,4006,3061,2140,1747
7517,3455,3838,3201,2135,1761
7518,3969,4183,3370,2201,1943
7519,4548,4585,3340,2437,1985
7520,4626,4591,3410,2502,2035
7521,4607,4410,3468,2517,2053
7522,4642,4447,3482,2468,2010
7523,4489,4362,3364,2466,1957
7524,4424,4422,3415,2458,1959
7525,4421,4518,3395,2421,1995
7526,4499,4391,3456,2476,1998
7527,4402,4444,3550,2447,2030
7528,4628,4627,3565,2385,2104
7529,4793,4742,3627,2437,2234
7530,4801,4725,3565,2405,2150
7531,4773,4637,3496,2385,2109
7532,4741,4663,3461,2347,2093
7533,4690,4507,3419,2314,2066
7534,4551,4355,3362,2295,1981
7535,4304,4223,3139,2278,1922
7536,4067,4214,3208,2249,1897
7537,3935,4142,3331,2270,1854
7538,3880,4077,3211,2230,1842
7539,3884,4078,3084,2225,1858
7540,3941,4148,3149,2231,1831
7541,4082,4278,3266,2206,1858
7542,4548,4456,3405,2266,1990
7543,5101,4639,3583,2443,2087
7544,5147,4761,3648,2467,2155
7545,5062,4812,3610,2428,2086
7546,4940,4882,3513,2407,2132
7547,4620,4703,3522,2277,2117
7548,4518,4482,3584,2367,2034
7549,4413,4530,3601,2524,2103
7550,4446,4522,3532,2397,2111
7551,4571,4625,3672,2423,2171
7552,4774,4750,3671,2420,2191
7553,4843,4646,3472,2385,2249
7554,4756,4638,3465,2293,2223
7555,4676,4674,3498,2291,2191
7556,4618,4675,3518,2282,2167
7557,4537,4643,3469,2262,2115
7558,4406,4561,3380,2206,2080
7559,4137,4432,3339,2072,2016
7560,3889,4283,3196,2113,1953
7561,3764,4191,3122,2058,1896
7562,3741,4146,3074,2053,1859
7563,3733,4127,3167,2071,1889
7564,3770,4129,3131,2164,1895
7565,4006,4317,3252,2149,1931
7566,4543,4568,3476,2248,2052
7567,5148,4978,3670,2376,2200
7568,5314,5066,3777,2408,2256
7569,5243,4836,3706,2316,2219
7570,5074,4854,3712,2368,2225
7571,4976,4816,3666,2446,2176
7572,4920,4794,3700,2380,2176
7573,4850,4788,3663,2509,2263
7574,4865,4801,3647,2565,2182
7575,4948,4793,3703,2560,2245
7576,5107,4859,3716,2527,2264
7577,5104,4823,3645,2476,2254
7578,5005,4769,3613,2461,2220
7579,4813,4718,3647,2574,2176
7580,4632,4602,3587,2482,2146
7581,4491,4369,3501,2342,2102
7582,4196,4320,3434,2316,2050
7583,4156,4202,3357,2261,2013
7584,4005,4120,3259,2329,1962
7585,3841,4085,3347,2245,1918
7586,3759,4009,3311,2287,1909
7587,3711,3872,3320,2240,1889
7588,3708,3914,3304,2235,1878
7589,3725,3972,3455,2266,1872
7590,3852,4010,3476,2326,1908
7591,3998,4103,3445,2353,1966
7592,4206,4263,3584,2369,2001
7593,4419,4430,3571,2455,2071
7594,4573,4578,3608,2446,2142
7595,4595,4555,3611,2445,2108
7596,4584,4634,3592,2551,2064
7597,4566,4546,3535,2566,2041
7598,4573,4500,3559,2532,2036
7599,4591,4558,3581,2515,2051
7600,4728,4680,3666,2468,2142
7601,4760,4676,3751,2404,2164
7602,4681,4600,3658,2384,2149
7603,4570,4487,3608,2383,2120
7604,4431,4414,3492,2275,2092
7605,4280,4351,3440,2283,2070
7606,4170,4299,3442,2335,2052
7607,4040,4150,3426,2303,2018
7608,3934,4076,3281,2205,1984
7609,3849,4102,3220,2228,1955
7610,3804,4092,3212,2242,1943
7611,3767,4028,3250,2110,1925
7612,3808,3944,3254,2087,1932
7613,3872,3978,3212,2079,1937
7614,3974,4140,3261,2185,1960
7615,4082,4240,3284,2305,2005
7616,4268,4354,3274,2300,2049
7617,4479,4560,3457,2350,2098
7618,4632,4523,3540,2393,2123
7619,4679,4162,3501,2398,2134
7620,4704,4207,3568,2397,2117
7621,4719,4379,3683,2388,2053
7622,4796,4370,3714,2438,2080
7623,4915,4438,3731,2447,2120
7624,5019,4541,3751,2400,2229
7625,5020,4641,3770,2310,2210
7626,4986,4617,3755,2324,2223
7627,4935,4632,3750,2449,2143
7628,4831,4531,3669,2464,2112
7629,4718,4351,3425,2379,2092
7630,4563,4362,3429,2299,2039
7631,4369,4421,3551,2234,2013
7632,4163,4317,3481,2276,1967
7633,4041,4213,3415,2223,1942
7634,3949,4151,3222,2251,1933
7635,3886,4095,3124,2223,1932
7636,3937,4120,3163,2262,1923
7637,4143,4293,3472,2301,1964
7638,4709,4596,3626,2425,2095
7639,5207,4800,3809,2561,2200
7640,5383,4863,3847,2599,2125
7641,5377,4890,3915,2543,2037
7642,5344,5005,3974,2574,2361
7643,5273,4995,3955,2631,2265
7644,5232,4907,3854,2624,2223
7645,5182,4877,3809,2626,2233
7646,5118,4913,3629,2570,2133
7647,5076,4916,3573,2474,2258
7648,5209,4980,3663,2461,2265
7649,5173,4957,3597,2387,2254
7650,4998,4884,3573,2381,2194
7651,4823,4775,3583,2379,2162
7652,4725,4739,3676,2337,2158
7653,4546,4561,3577,2218,2127
7654,4330,4559,3385,2258,2046
7655,4035,4369,3196,2243,1946
7656,3785,4223,3118,2104,1903
7657,3659,4147,3137,2191,1858
7658,3567,4115,3101,2124,1822
7659,3529,4031,3110,2149,1820
7660,3562,4028,3211,2121,1826
7661,3739,4115,3189,2128,1858
7662,4201,4329,3404,2214,1965
7663,4704,4638,3597,2301,2069
7664,4783,4778,3746,2332,2112
7665,4787,4546,3734,2295,2060
7666,4700,4633,3525,2228,2047
7667,4688,4794,3610,2347,2050
7668,4660,4778,3751,2346,2056
7669,4653,4659,3593,2388,2103
7670,4656,4734,3546,2394,2076
7671,4743,4721,3523,2375,2126
7672,4888,4733,3522,2362,2122
7673,4854,4775,3485,2298,2103
7674,4745,4674,3454,2240,2073
7675,4642,4627,3397,2259,2089
7676,4556,4580,3379,2243,2034
7677,4416,4497,3252,2255,2043
7678,4181,4363,3110,2183,1971
7679,3934,4217,3196,2087,1907
7680,3665,4099,3239,2079,1853
7681,3546,3929,2829,2008,1810
7682,3478,3913,2952,1989,1772
7683,3464,3869,3279,2031,1741
7684,3473,3923,3260,2033,1775
7685,3626,4093,3068,1967,1835
7686,4026,4261,2979,2009,1994
7687,4510,4656,3300,2217,2119
7688,4637,4746,3147,2284,2170
7689,4616,4670,3296,2281,2166
7690,4612,4694,3367,2258,2155
7691,4574,4674,3377,2298,2177
7692,4514,4626,3418,2326,2141
7693,4432,4584,3413,2384,2126
7694,4450,4652,3440,2425,2145
7695,4549,4669,3601,2505,2191
7696,4789,4905,3815,2495,2221
7697,4864,4866,3628,2401,2224
7698,4838,4924,3579,2366,2261
7699,4816,4852,3632,2403,2177
7700,4761,4594,3568,2423,2164
7701,4651,4637,3603,2324,2170
7702,4419,4479,3560,2305,2104
7703,4222,4401,3583,2246,1998
7704,4008,4261,3310,2188,1946
7705,3883,4267,3100,2192,1921
7706,3827,4184,3133,2199,1931
7707,3833,4194,3223,2124,1932
7708,3861,4177,3302,2179,1920
7709,4083,4231,3303,2239,1933
7710,4606,4558,3466,2343,2061
7711,5145,5009,3654,2383,2281
7712,5299,5007,3726,2449,2338
7713,5243,4847,3662,2512,2270
7714,5212,4905,3724,2509,2254
7715,5158,4697,3800,2516,2182
7716,5152,4676,3787,2516,2151
7717,5090,4797,3896,2540,2154
7718,5045,4803,3871,2548,2110
7719,5156,4886,3773,2556,2150
7720,5226,4844,3693,2541,2184
7721,5156,4796,3649,2535,2150
7722,5034,4747,3693,2534,2111
7723,4959,4714,3592,2502,2099
7724,4851,4661,3541,2490,2079
7725,4696,4655,3646,2445,2018
7726,4473,4725,3678,2345,1968
7727,4209,4297,3525,2313,1827
7728,3991,3908,3286,2294,1799
7729,3874,3982,3252,2296,1807
7730,3752,4060,3193,2290,1769
7731,3688,4021,3258,2282,1741
7732,3656,4067,3176,2252,1696
7733,3842,4119,3296,2314,1782
7734,4320,4449,3463,2437,1886
7735,4888,4686,3581,2712,2014
7736,5020,4838,3336,2823,2041
7737,4999,4738,3601,2826,2029
7738,4861,4707,3656,2774,2025
7739,4624,4672,3641,2737,1930
7740,4450,4668,3685,2732,2042
7741,4416,4707,3727,2744,1981
7742,4445,4670,3737,2749,2046
7743,4483,4526,3685,2596,2082
7744,4708,4610,3637,2585,2052
7745,4776,4711,3298,2563,2096
7746,4707,4663,3455,2478,2110
7747,4609,4554,3528,2457,2046
7748,4461,4510,3505,2379,2043
7749,4294,4480,3398,2362,2021
7750,4023,4405,3302,2272,1936
7751,3861,4257,3299,2227,1900
7752,3697,4194,3235,2164,1895
7753,3616,4053,3174,2187,1847
7754,3574,4083,3177,2197,1801
7755,3499,4103,3120,2182,1804
7756,3466,4073,3176,2165,1809
7757,3512,4102,3299,2260,1812
7758,3628,4179,3193,2347,1833
7759,3792,4231,3201,2417,1870
7760,4024,4338,3351,2353,1914
7761,4229,4416,3433,2353,1959
7762,4370,4533,3541,2433,2017
7763,4407,4550,3662,2404,2028
7764,4420,4518,3587,2433,2036
7765,4386,4530,3440,2441,2067
7766,4385,4558,3427,2422,2049
7767,4464,4552,3392,2420,2092
7768,4608,4641,3571,2432,2115
7769,4684,4543,3617,2391,2131
7770,4642,4368,3515,2409,2121
7771,4524,4141,3433,2357,2108
7772,4319,4137,3453,2325,2048
7773,4164,4336,3532,2367,2012
7774,4057,4234,3363,2296,1996
7775,3976,4001,3204,2224,1969
7776,3864,3931,3146,2338,1983
7777,3748,3887,3229,2307,1969
7778,3712,3996,3243,2257,1973
7779,3731,3935,3089,2195,1973
7780,3725,3911,2987,2185,1964
7781,3806,4160,3070,2020,1971
7782,3911,4282,3156,2112,2023
7783,4123,4461,3356,2182,2062
7784,4258,4492,3529,2262,2123
7785,4407,4534,3452,2244,2176
7786,4479,4634,3437,2255,2157
7787,4439,4637,3471,2386,2170
7788,4396,4526,3550,2398,2247
7789,4351,4468,3600,2429,2198
7790,4380,4468,3602,2513,2197
7791,4614,4677,3762,2579,2283
7792,4890,4858,3805,2618,2345
7793,5032,4861,3766,2601,2407
7794,4977,4802,3714,2603,2334
7795,4973,4675,3675,2568,2301
7796,4968,4701,3728,2617,2326
7797,4891,4650,3639,2599,2316
7798,4714,4522,3558,2549,2294
7799,4555,4356,3453,2472,2197
7800,4387,4513,3337,2335,2044
7801,4288,4452,3367,2282,2018
7802,4219,4435,3476,2328,1998
7803,4261,4520,3404,2373,1996
7804,4303,4596,3337,2395,2007
7805,4484,4701,3249,2375,2054
7806,4920,4995,3491,2536,2227
7807,5471,5242,3955,2666,2349
7808,5607,5311,3846,2696,2401
7809,5531,5283,3712,2673,2380
7810,5469,5272,3595,2664,2348
7811,5502,5154,3653,2715,2297
7812,5410,4842,3580,2716,2284
7813,5352,4774,3522,2666,2262
7814,5315,4950,3648,2691,2225
7815,5386,5188,3720,2746,2232
7816,5613,5296,3741,2740,2312
7817,5635,5178,3623,2669,2286
7818,5491,4961,3602,2626,2247
7819,5382,4896,3537,2629,2197
7820,5287,4794,3589,2648,2189
7821,5182,4718,3483,2603,2206
7822,4970,4553,3515,2564,2151
7823,4776,4504,3483,2467,2042
7824,4488,4274,3329,2391,1956
7825,4333,4122,3235,2385,1927
7826,4275,4072,3093,2408,1910
7827,4227,4137,3139,2507,1911
7828,4243,4143,3088,2458,1921
7829,4431,4191,3144,2463,1997
7830,5031,4673,3322,2573,2109
7831,5631,5034,3400,2689,2253
7832,5759,5043,3478,2640,2281
7833,5714,4953,3494,2736,2297
7834,5587,4873,3532,2653,2284
7835,5525,4797,3525,2632,2218
7836,5432,4786,3509,2599,2168
7837,5302,4703,3506,2628,2101
7838,5265,4772,3585,2641,2168
7839,5332,4833,3545,2662,2187
7840,5548,4970,3516,2630,2274
7841,5507,4958,3473,2666,2257
7842,5355,4710,3378,2567,2130
7843,5270,4732,3369,2560,2157
7844,5146,4694,3376,2256,2101
7845,4985,4689,3459,2424,2077
7846,4764,4627,3278,2366,2062
7847,4452,4415,3107,2367,1980
7848,4199,4247,3032,2359,1908
7849,4039,4153,2921,2293,1859
7850,3962,4025,3017,2293,1805
7851,3938,4011,3051,2318,1823
7852,3982,4062,3081,2317,1911
7853,4121,4178,3124,2497,1907
7854,4618,4655,3412,2603,2001
7855,5129,4897,3482,2671,2176
7856,5270,5001,3575,2625,2243
7857,5238,4951,3475,2621,2195
7858,5162,4878,3489,2731,2238
7859,5091,4746,3423,2771,2215
7860,5040,4815,3463,2645,2131
7861,4984,4655,3554,2796,2071
7862,4912,4626,3574,2794,2205
7863,4984,4673,3511,2739,2232
7864,5194,4769,3495,2735,2296
7865,5175,4763,3582,2682,2263
7866,5033,4737,3572,2709,2245
7867,4912,4673,3530,2712,2189
7868,4844,4532,3452,2682,2187
7869,4730,4637,3558,2667,2165
7870,4463,4520,3453,2628,2142
7871,4240,4308,3328,2558,2085
7872,3918,4401,3081,2477,2007
7873,3932,4117,3088,2437,1984
7874,3867,4051,3189,2412,1968
7875,3936,4174,3194,2331,1976
7876,3981,4396,3222,2362,1995
7877,4166,4602,3364,2392,2031
7878,4763,4812,3532,2533,2212
7879,5351,4962,3829,2707,2322
7880,5478,4969,3928,2781,2369
7881,5453,4934,3846,2787,2382
7882,5393,5028,3921,2755,2365
7883,5257,4864,3753,2742,2337
7884,5218,4967,3858,2741,2308
7885,5145,5016,3905,2824,2286
7886,5182,5070,3991,2819,2137
7887,5369,5138,3893,2815,2166
7888,5624,5327,4044,2816,2410
7889,5678,5264,4087,2795,2405
7890,5658,5216,3952,2805,2408
7891,5569,5239,3977,2809,2367
7892,5477,5166,3938,2800,2351
7893,5375,5083,3886,2798,2330
7894,5151,4962,3822,2742,2245
7895,4978,4818,3680,2659,2217
7896,4771,4681,3555,2644,2121
7897,4671,4611,3552,2600,2117
7898,4611,4601,3501,2565,2092
7899,4574,4547,3526,2561,2095
7900,4598,4587,3530,2554,2088
7901,4762,4746,3570,2614,2026
7902,5317,5092,3732,2703,2296
7903,5838,5353,3940,2789,2438
7904,5996,5321,3955,2809,2491
7905,5972,5338,3941,2862,2498
7906,5943,5313,3876,2856,2470
7907,5911,5235,3871,2868,2456
7908,5808,5238,3869,2888,2424
7909,5738,5238,3829,2862,2442
7910,5761,5286,3827,2878,2479
7911,5890,5357,3848,2896,2435
7912,6002,5413,3872,2823,2470
7913,5987,5347,3856,2621,2463
7914,5865,5190,3892,2720,2439
7915,5747,5159,3930,2701,2418
7916,5566,5097,3887,2679,2371
7917,5412,4984,3896,2634,2327
7918,5197,4891,3814,2663,2287
7919,5073,4800,3683,2660,2244
7920,4907,4770,3607,2650,2184
7921,4782,4607,3588,2650,2146
7922,4678,4562,3542,2600,2086
7923,4632,4561,3515,2534,2074
7924,4608,4597,3464,2512,2107
7925,4665,4602,3543,2488,2104
7926,4816,4746,3626,2516,2150
7927,4995,4816,3707,2614,2235
7928,5241,4971,3818,2584,2320
7929,5510,5147,3763,2682,2406
7930,5693,5256,3740,2665,2440
7931,5735,5272,3841,2694,2440
7932,5737,5285,3914,2730,2430
7933,5708,5234,3884,2807,2437
7934,5663,5166,3860,2863,2459
7935,5658,5169,3893,2806,2483
7936,5690,5211,3953,2749,2500
7937,5708,5275,3976,2706,2506
7938,5640,5320,3974,2722,2497
7939,5503,5240,3951,2684,2471
7940,5415,5197,3841,2650,2445
7941,5250,5102,3824,2662,2399
7942,5099,5007,3858,2659,2342
7943,4937,4869,3778,2654,2295
7944,4794,4863,3724,2600,2260
7945,4703,4794,3687,2579,2222
7946,4629,4772,3657,2585,2219
7947,4592,4754,3652,2568,2217
7948,4579,4759,3675,2565,2237
7949,4567,4755,3628,2533,2233
7950,4689,4758,3664,2599,2234
7951,4799,4815,3750,2652,2264
7952,4936,4933,3760,2691,2322
7953,5135,5077,3807,2727,2378
7954,5292,5178,3873,2715,2407
7955,5306,5197,3891,2661,2427
7956,5321,5237,3929,2657,2492
7957,5412,5333,3985,2743,2386
7958,5357,5236,4016,2834,2430
7959,5480,5199,4043,2797,2460
7960,5623,5253,4064,2806,2499
7961,5641,5298,4080,2784,2506
7962,5611,5315,4101,2805,2478
7963,5574,5265,4069,2753,2481
7964,5664,5249,4024,2785,2520
7965,5583,5161,4002,2701,2489
7966,5429,5139,4024,2714,2449
7967,5214,5124,3923,2678,2363
7968,5070,5084,3799,2622,2283
7969,4954,5019,3717,2612,2284
7970,4941,4931,3787,2579,2267
7971,4988,4911,3753,2550,2253
7972,5088,4931,3738,2611,2271
7973,5333,5076,3835,2655,2298
7974,5916,5399,4040,2710,2474
7975,6405,5799,4148,2812,2635
7976,6580,5954,4119,2898,2678
7977,6515,5873,4136,2950,2650
7978,6417,5866,4088,2877,2649
7979,6321,5833,4046,2820,2654
7980,6230,5805,4010,2785,2620
7981,6209,5705,4106,2882,2591
7982,6251,5673,4225,2938,2579
7983,6362,5681,4206,2954,2595
7984,6483,5705,4029,2876,2633
7985,6333,5611,3804,2786,2635
7986,6225,5587,3788,2754,2555
7987,6136,5573,4031,2742,2536
7988,6055,5425,3974,2709,2501
7989,5995,5412,3943,2651,2497
7990,5811,5345,3972,2670,2431
7991,5589,5230,4004,2666,2270
7992,5349,4739,3813,2616,2236
7993,5204,4545,3554,2563,2197
7994,5165,4490,3425,2583,2150
7995,5188,4864,3665,2507,2167
7996,5218,5128,3541,2533,2208
7997,5371,4890,3601,2574,2251
7998,5848,5145,3856,2688,2400
7999,6476,5527,4102,2765,2532
8000,6611,5604,4151,2796,2567
8001,6572,5585,4139,2838,2536
8002,6482,5671,4075,2857,2556
8003,6482,5538,4086,2850,2493
8004,6459,5509,4034,2820,2480
8005,6420,5496,4014,2891,2451
8006,6426,5599,4008,2888,2458
8007,6549,5751,4089,2912,2513
8008,6689,5802,4117,2885,2561
8009,6556,5594,4098,2831,2621
8010,6405,5545,4073,2789,2568
8011,6343,5574,3947,2782,2551
8012,6291,5535,3908,2827,2575
