Time,NO_1,NO_2,NO_3,NO_4,NO_5
3160,4018,4294,3077,1931,1887
3161,3978,4237,3026,1922,1829
3162,3945,4194,2994,1974,1795
3163,3841,4168,2994,1976,1821
3164,3744,4201,2994,1953,1805
3165,3636,4186,2938,1915,1789
3166,3444,4036,2827,1912,1751
3167,3284,3999,2830,1848,1706
3168,3140,3838,2747,1726,1676
3169,3044,3729,2721,1817,1663
3170,3014,3734,2710,1792,1664
3171,3007,3829,2789,1840,1648
3172,2989,3870,2870,1862,1658
3173,3099,3935,2822,1861,1684
3174,3223,4043,2881,1969,1750
3175,3323,4129,2913,1982,1828
3176,3471,4212,3043,2011,1889
3177,3563,4269,3119,2010,1846
3178,3508,4196,3152,2088,1841
3179,3431,4118,3148,2054,1797
3180,3362,3990,3095,2044,1774
3181,3319,3973,3032,2003,1729
3182,3260,3994,3027,2071,1746
3183,3274,4020,2952,2097,1739
3184,3232,4030,3010,2079,1748
3185,3234,4073,2961,2046,1767
3186,3229,4107,2950,2021,1733
3187,3227,4074,2912,2011,1748
3188,3213,4047,2948,2032,1735
3189,3177,4043,2874,1968,1705
3190,2978,3955,2818,1849,1685
3191,2809,3792,2690,1907,1650
3192,2709,3731,2677,1935,1637
3193,2672,3678,2682,1910,1619
3194,2666,3620,2700,1913,1610
3195,2677,3633,2677,1916,1599
3196,2710,3650,2612,1977,1597
3197,2925,3816,2746,2061,1672
3198,3188,4058,2873,2001,1742
3199,3376,4284,3027,2078,1674
3200,3558,4279,3076,2093,1676
3201,3583,4330,3054,2075,1656
3202,3558,4287,3008,2222,1730
3203,3533,4207,3058,2065,1745
3204,3462,4181,2902,1974,1739
3205,3423,4160,2896,2034,1740
3206,3458,4101,2884,1975,1642
3207,3396,4163,2859,1923,1649
3208,3276,4036,2828,1887,1631
3209,3293,4023,2810,1915,1610
3210,3333,4023,2797,1933,1613
3211,3321,4069,2727,1925,1576
3212,3249,4054,2659,1920,1535
3213,3170,3969,2698,1802,1525
3214,3059,3878,2721,1748,1628
3215,2924,3772,2631,1771,1621
3216,2766,3701,2540,1774,1565
3217,2695,3639,2548,1735,1563
3218,2668,3594,2654,1695,1555
3219,2678,3544,2591,1715,1553
3220,2664,3521,2640,1725,1540
3221,2734,3517,2529,1733,1556
3222,2846,3628,2687,1859,1589
3223,3066,3855,2763,1785,1674
3224,3312,4080,2742,1936,1742
3225,3470,4231,2801,1857,1788
3226,3470,4030,2803,1845,1770
3227,3450,4139,2723,1827,1798
3228,3470,4028,2599,1804,1842
3229,3466,4025,2766,1809,1847
3230,3458,4094,2925,1820,1763
3231,3518,4108,2840,1783,1741
3232,3534,4165,2738,1770,1754
3233,3558,4133,2802,1764,1781
3234,3503,4144,2871,1810,1766
3235,3421,4093,2725,1831,1765
3236,3346,4077,2738,1862,1751
3237,3294,3999,2527,1813,1717
3238,3170,3877,2585,1790,1699
3239,3035,3800,2515,1867,1666
3240,2878,3708,2593,1733,1631
3241,2845,3667,2577,1708,1581
3242,2843,3639,2592,1711,1563
3243,2825,3620,2519,1677,1601
3244,2770,3588,2603,1683,1574
3245,2851,3642,2513,1687,1589
3246,2926,3723,2531,1675,1648
3247,3068,3850,2589,1765,1729
3248,3268,3975,2656,1806,1776
3249,3481,4063,2744,1881,1824
3250,3557,4079,2624,1737,1846
3251,3589,4069,2548,1702,1829
3252,3466,4016,2621,1686,1858
3253,3484,4052,2766,1704,1853
3254,3501,4064,2752,1863,1855
3255,3544,4025,2730,1803,1903
3256,3540,4108,2818,1900,1871
3257,3567,4143,2811,1946,1837
3258,3567,4125,2972,1777,1847
3259,3548,4154,2929,1802,1849
3260,3498,4160,2864,1759,1829
3261,3466,4059,2859,1771,1817
3262,3322,3967,2838,1752,1808
3263,3116,3869,2671,1750,1743
3264,2941,3741,2697,1725,1664
3265,2866,3752,2653,1725,1767
3266,2835,3695,2598,1761,1666
3267,2802,3694,2577,1721,1679
3268,2814,3702,2673,1727,1688
3269,2926,3863,2677,1752,1811
3270,3133,3937,2735,1769,1792
3271,3470,4123,2814,1791,1856
3272,3825,4288,2901,1842,1903
3273,3970,4306,2898,1861,1886
3274,3884,4227,2869,1824,1866
3275,3802,4127,2837,1753,1788
3276,3782,4016,2827,1712,1695
3277,3748,3989,2825,1724,1631
3278,3662,3923,2797,1724,1750
3279,3634,3825,2756,1723,1740
3280,3596,3908,2744,1656,1742
3281,3588,3905,2734,1651,1744
3282,3589,3897,2781,1677,1820
3283,3619,3907,2787,1699,1699
3284,3593,3951,2774,1742,1952
3285,3558,4005,2792,1791,1783
3286,3406,3966,2769,1784,1765
3287,3215,3866,2663,1732,1722
3288,3102,3776,2594,1691,1667
3289,3058,3725,2546,1667,1645
3290,3068,3747,2468,1704,1647
3291,3070,3778,2498,1653,1649
3292,3144,3850,2552,1619,1692
3293,3460,4130,2811,1709,1809
3294,3938,4449,3007,1836,1964
3295,4175,4486,3129,1970,2024
3296,4078,4544,3233,1987,1996
3297,4012,4485,3246,1962,2073
3298,3946,4406,3174,1727,2017
3299,3854,4364,3049,1542,2016
3300,3825,4371,3144,1834,1998
3301,3821,4387,3059,1870,1933
3302,3846,4299,2856,1791,1919
3303,3861,4297,2854,1815,2028
3304,3843,4222,2783,1800,2036
3305,3794,4192,2815,1704,1930
3306,3702,4196,2909,1717,1948
3307,3741,4191,2865,1801,1953
3308,3675,4117,2843,1779,1969
3309,3627,4097,2783,1817,1929
3310,3439,4013,2713,1769,1875
3311,3228,3843,2751,1711,1802
3312,3085,3744,2669,1671,1761
3313,2997,3732,2615,1684,1693
3314,2979,3739,2545,1736,1737
3315,2980,3779,2588,1674,1738
3316,3038,3837,2641,1634,1756
3317,3398,4180,2828,1735,1896
3318,3831,4487,3036,1807,2002
3319,4012,4550,3123,1832,2101
3320,3981,4485,3074,1812,2026
3321,3858,4442,3053,1828,1849
3322,3784,4364,3002,1901,1891
3323,3728,4371,2924,1985,1964
3324,3654,4349,2916,1869,2047
3325,3621,4261,2915,1859,1924
3326,3635,4182,2931,1954,1943
3327,3694,4305,2957,1872,1944
3328,3610,4258,2953,1906,1874
3329,3545,4238,2905,1870,1865
3330,3547,4193,2856,1894,1918
3331,3508,4159,2825,1922,1861
3332,3523,4100,2897,1904,1893
3333,3548,4140,2827,1879,1925
3334,3349,4001,2776,1789,1870
3335,3173,3841,2656,1728,1776
3336,2946,3717,2580,1670,1742
3337,2891,3597,2531,1709,1718
3338,2921,3739,2591,1682,1714
3339,2890,3820,2563,1667,1738
3340,2892,3810,2590,1694,1739
3341,3262,4092,2772,1759,1892
3342,3747,4354,2937,1914,1993
3343,3924,4434,3026,1974,2032
3344,3871,4392,3038,1962,1987
3345,3744,4254,3020,1889,1987
3346,3739,4319,3025,1934,1946
3347,3757,4218,3032,1927,1926
3348,3702,4142,2999,1971,1926
3349,3675,4057,2987,1930,1880
3350,3636,3941,2979,1949,1866
3351,3691,4055,2950,1941,1865
3352,3658,3986,3001,1932,1870
3353,3592,4093,2984,1892,1884
3354,3593,4127,2945,1887,1878
3355,3580,4173,2942,1918,1907
3356,3556,4144,2918,1895,1948
3357,3529,4155,2879,1871,1844
3358,3368,4064,2747,1732,1779
3359,3113,3826,2715,1699,1803
3360,2976,3667,2678,1744,1750
3361,2902,3664,2635,1769,1719
3362,2904,3682,2598,1746,1738
3363,2874,3709,2591,1732,1754
3364,2970,3735,2659,1779,1776
3365,3360,3932,2884,1813,1887
3366,3786,4304,3068,1985,1979
3367,3997,4290,3204,1957,1999
3368,3954,4278,3164,1958,1958
3369,3825,4273,3057,1961,1915
3370,3741,4210,2938,1947,1874
3371,3689,4306,3032,1896,1911
3372,3600,4345,2923,1826,1905
3373,3536,4160,2924,1896,1838
3374,3483,4171,2883,1865,1840
3375,3508,4174,2836,1883,1895
3376,3499,4078,2743,1936,1893
3377,3489,4056,2757,1765,1849
3378,3441,4115,2777,1716,1893
3379,3368,4063,2769,1734,1847
3380,3306,4082,2702,1720,1914
3381,3292,4156,2660,1648,1831
3382,3184,4019,2714,1671,1751
3383,3037,3764,2605,1625,1729
3384,2882,3784,2561,1591,1709
3385,2822,3790,2530,1639,1695
3386,2747,3762,2516,1596,1722
3387,2722,3711,2561,1566,1694
3388,2713,3724,2534,1545,1677
3389,2771,3812,2549,1516,1698
3390,2861,3938,2560,1602,1715
3391,3022,3998,2626,1719,1745
3392,3222,4088,2695,1727,1823
3393,3392,4144,2803,1742,1803
3394,3435,4160,2734,1758,1849
3395,3457,4134,2666,1806,1826
3396,3416,4134,2597,1811,1801
3397,3334,4034,2527,1860,1779
3398,3301,4019,2540,1830,1764
3399,3296,4006,2588,1849,1744
3400,3337,4034,2535,1910,1783
3401,3354,4072,2548,1868,1789
3402,3272,4045,2653,1878,1804
3403,3200,3938,2642,1869,1794
3404,3175,3877,2628,1814,1773
3405,3097,3892,2637,1819,1728
3406,3018,3845,2665,1830,1688
3407,2924,3716,2624,1745,1667
3408,2865,3657,2573,1697,1681
3409,2783,3692,2536,1659,1635
3410,2755,3655,2539,1642,1634
3411,2711,3613,2340,1555,1624
3412,2675,3553,2395,1594,1604
3413,2680,3599,2467,1657,1608
3414,2753,3693,2448,1655,1626
3415,2886,3821,2571,1619,1637
3416,3037,3921,2660,1625,1689
3417,3179,4011,2568,1661,1726
3418,3284,4045,2527,1657,1729
3419,3315,4044,2524,1657,1729
3420,3276,4019,2491,1695,1723
3421,3264,4043,2452,1685,1716
3422,3323,4055,2585,1706,1713
3423,3321,4058,2610,1741,1711
3424,3365,3902,2599,1743,1733
3425,3390,3812,2613,1799,1739
3426,3389,3924,2647,1815,1836
3427,3353,4121,2706,1722,1796
3428,3262,4003,2667,1751,1800
3429,3250,4030,2581,1761,1828
3430,3137,3886,2584,1752,1811
3431,2949,3727,2551,1735,1682
3432,2813,3612,2412,1624,1629
3433,2757,3531,2442,1593,1593
3434,2712,3574,2421,1611,1605
3435,2698,3583,2412,1621,1623
3436,2782,3614,2417,1638,1617
3437,2873,3737,2486,1701,1643
3438,3025,3763,2574,1703,1681
3439,3219,3874,2599,1727,1745
3440,3394,3908,2662,1765,1775
3441,3521,3964,2706,1784,1778
3442,3558,3965,2704,1767,1781
3443,3476,3988,2671,1776,1767
3444,3441,4100,2619,1776,1745
3445,3408,4182,2604,1774,1744
3446,3429,4185,2586,1788,1764
3447,3472,4125,2618,1743,1791
3448,3535,4082,2605,1766,1835
3449,3578,4220,2602,1789,1842
3450,3568,4278,2619,1794,1886
3451,3536,4088,2520,1795,1878
3452,3487,4003,2549,1786,1848
3453,3405,3969,2644,1805,1872
3454,3236,3742,2552,1775,1751
3455,3017,3636,2566,1710,1739
3456,2859,3719,2541,1688,1651
3457,2795,3611,2493,1651,1630
3458,2796,3614,2391,1648,1647
3459,2795,3725,2366,1673,1628
3460,2902,3828,2416,1688,1722
3461,3275,4231,2795,1737,1814
3462,3805,4557,2851,1818,2130
3463,4004,4519,2951,1903,2086
3464,3995,4423,3019,1892,2073
3465,3931,4431,2973,1873,1954
3466,3842,4484,2956,1891,1881
3467,3875,4386,2965,1870,1941
3468,3784,4185,3010,1895,1865
3469,3743,3881,2900,1930,1851
3470,3754,4070,2838,1957,1853
3471,3789,4112,2829,1892,1895
3472,3782,4232,2817,1872,1877
3473,3749,4210,2877,1812,1850
3474,3756,4172,2843,1811,1842
3475,3707,4100,2829,1821,1833
3476,3654,4005,2842,1827,1824
3477,3559,3916,2718,1833,1797
3478,3282,3883,2693,1824,1703
3479,2978,3707,2485,1777,1675
3480,2871,3638,2452,1754,1624
3481,2828,3626,2585,1739,1633
3482,2798,3697,2543,1721,1624
3483,2788,3631,2523,1710,1610
3484,2889,3608,2558,1639,1599
3485,3274,3870,2596,1778,1743
3486,3807,4061,2703,1861,1805
3487,3988,4241,2776,1880,1888
3488,4003,4413,2906,1873,1887
3489,3983,4380,2857,1879,1864
3490,3955,4071,2903,1903,1852
3491,3948,4233,2922,1804,1825
3492,3907,4248,2880,1861,1764
3493,3886,4429,2770,1816,1514
3494,3882,4387,2783,1824,1484
3495,3900,4333,2883,1805,1508
3496,3887,4174,2799,1789,1498
3497,3824,3951,2757,1772,1487
3498,3757,4135,2722,1744,1526
3499,3694,4195,2672,1764,1555
3500,3635,4132,2676,1818,1624
3501,3597,4218,2643,1781,1634
3502,3408,3947,2636,1730,1608
3503,3168,3812,2597,1687,1561
3504,3024,3748,2497,1650,1543
3505,2949,3644,2480,1637,1536
3506,2971,3619,2474,1663,1553
3507,2955,3709,2449,1688,1564
3508,3081,3801,2512,1737,1667
3509,3468,4106,2710,1689,1767
3510,3842,4278,2914,1818,1876
3511,3916,4280,2964,1868,1830
3512,3864,4247,2986,1890,1736
3513,3842,4147,2996,1899,1771
3514,3783,4033,3029,1914,1827
3515,3756,3952,3028,1894,1822
3516,3646,3879,2946,1896,1731
3517,3620,4060,2959,1953,1747
3518,3612,4045,2913,1983,1775
3519,3615,4027,2909,1951,1765
3520,3562,4037,2861,1897,1789
3521,3483,4095,2810,1849,1716
3522,3471,4051,2773,1840,1782
3523,3501,4015,2778,1843,1760
3524,3502,3989,2832,1801,1786
3525,3451,4004,2930,1795,1851
3526,3286,3809,2833,1753,1729
3527,3031,3699,2718,1750,1694
3528,2899,3614,2584,1724,1641
3529,2890,3616,2569,1719,1618
3530,2866,3631,2643,1717,1611
3531,2829,3652,2562,1695,1600
3532,2946,3800,2634,1719,1631
3533,3292,3986,2747,1857,1776
3534,3711,4218,2969,1924,1912
3535,3810,4383,3077,2019,1873
3536,3728,4271,3070,1988,1839
3537,3645,4158,3016,1992,1731
3538,3563,4083,2996,1994,1799
3539,3496,4065,2951,1994,1761
3540,3439,4040,2917,1954,1820
3541,3403,3884,2939,1925,1859
3542,3342,3842,2898,1890,1867
3543,3285,3802,2841,1869,1748
3544,3254,3776,2784,1903,1748
3545,3198,3871,2745,1876,1744
3546,3154,3898,2729,1887,1744
3547,3085,3859,2723,1878,1752
3548,3037,3789,2701,1867,1722
3549,2980,3732,2689,1865,1686
3550,2882,3730,2655,1840,1625
3551,2694,3798,2684,1842,1439
3552,2616,3688,2627,1800,1484
3553,2551,3575,2578,1760,1620
3554,2523,3598,2551,1739,1605
3555,2471,3489,2549,1740,1594
3556,2440,3408,2573,1742,1587
3557,2467,3393,2591,1770,1618
3558,2630,3515,2617,1760,1652
3559,2801,3695,2687,1824,1698
3560,2985,3794,2795,1898,1773
3561,3096,3817,2871,1937,1755
3562,3076,3729,2857,1892,1733
3563,3004,3597,2772,1895,1667
3564,2931,3572,2762,1864,1638
3565,2910,3567,2735,1879,1582
3566,2853,3532,2688,1830,1596
3567,2843,3516,2707,1816,1644
3568,2902,3541,2785,1865,1629
3569,2900,3578,2711,1872,1722
3570,2873,3647,2730,1848,1718
3571,2820,3601,2670,1792,1673
3572,2795,3632,2638,1777,1672
3573,2762,3671,2631,1726,1654
3574,2710,3658,2646,1729,1669
3575,2611,3641,2579,1760,1639
3576,2505,3591,2521,1734,1661
3577,2416,3576,2507,1696,1590
3578,2394,3533,2501,1708,1540
3579,2324,3494,2465,1695,1570
3580,2311,3444,2471,1703,1524
3581,2321,3426,2436,1708,1551
3582,2368,3422,2490,1713,1570
3583,2463,3481,2522,1746,1618
3584,2628,3576,2572,1786,1637
3585,2761,3598,2614,1783,1650
3586,2801,3660,2599,1837,1631
3587,2791,3620,2590,1812,1643
3588,2769,3597,2619,1812,1641
3589,2749,3596,2638,1825,1646
3590,2736,3576,2642,1812,1643
3591,2777,3508,2610,1867,1668
3592,2834,3585,2621,1890,1630
3593,2877,3618,2627,1936,1686
3594,2918,3677,2657,1970,1727
3595,2949,3771,2735,1941,1707
3596,2968,3787,2732,1891,1736
3597,2917,3752,2691,1783,1714
3598,2802,3811,2654,1778,1673
3599,2602,3614,2604,1734,1643
3600,2407,3450,2565,1682,1605
3601,2386,3382,2547,1699,1589
3602,2348,3378,2502,1683,1589
3603,2292,3411,2497,1727,1586
3604,2414,3465,2550,1741,1600
3605,2705,3736,2764,1851,1673
3606,3148,4047,2881,1952,1831
3607,3326,4086,2952,2016,1860
3608,3377,4045,3013,2016,1902
3609,3366,4000,2958,1996,1876
3610,3343,3963,2915,2003,1728
3611,3332,3930,2867,1985,1828
3612,3319,3877,2859,1976,1788
3613,3342,3830,2859,1956,1722
3614,3331,3800,2855,1952,1720
3615,3348,3667,2823,1936,1735
3616,3296,3638,2795,1900,1778
3617,3230,3890,2771,1941,1748
3618,3203,3898,2744,1925,1815
3619,3179,3770,2723,1868,1741
3620,3137,3771,2710,1862,1749
3621,3049,3754,2669,1804,1730
3622,2889,3702,2576,1828,1701
3623,2653,3496,2586,1785,1635
3624,2464,3371,2565,1742,1620
3625,2377,3304,2540,1718,1580
3626,2339,3300,2483,1677,1577
3627,2278,3219,2453,1619,1597
3628,2361,3311,2471,1611,1639
3629,2700,3536,2612,1679,1689
3630,3174,3722,2740,1776,1758
3631,3349,3851,2862,1874,1837
3632,3333,3787,2800,1866,1841
3633,3302,3778,2727,1821,1868
3634,3291,3738,2688,1795,1815
3635,3309,3740,2680,1690,1697
3636,3277,3732,2777,1745,1703
3637,3237,3790,2753,1803,1735
3638,3341,3804,2707,1778,1771
3639,3308,3772,2719,1786,1717
3640,3247,3756,2679,1756,1766
3641,3190,3709,2694,1760,1732
3642,3169,3734,2694,1743,1725
3643,3143,3623,2673,1724,1681
3644,3057,3629,2718,1708,1718
3645,2984,3597,2657,1697,1651
3646,2814,3502,2632,1575,1687
3647,2563,3271,2535,1445,1632
3648,2374,3146,2524,1440,1493
3649,2322,3117,2472,1448,1480
3650,2310,3164,2318,1470,1558
3651,2283,3270,2275,1461,1535
3652,2357,3204,2422,1502,1590
3653,2702,3503,2572,1553,1702
3654,3135,3721,2692,1593,1796
3655,3299,3648,2836,1594,1798
3656,3293,3772,2904,1608,1809
3657,3287,3716,2892,1622,1756
3658,3263,3686,2991,1659,1801
3659,3280,3706,2910,1647,1788
3660,3264,3731,2731,1640,1674
3661,3251,3750,2682,1636,1719
3662,3251,3810,2680,1625,1761
3663,3253,3781,2706,1663,1773
3664,3216,3740,2793,1583,1749
3665,3133,3739,2805,1539,1762
3666,3090,3772,2775,1531,1755
3667,3101,3618,2783,1511,1720
3668,3019,3485,2746,1531,1721
3669,2934,3666,2600,1551,1645
3670,2802,3537,2483,1536,1624
3671,2580,3378,2420,1496,1617
3672,2453,3273,2396,1448,1561
3673,2361,3248,2407,1402,1557
3674,2292,3233,2389,1400,1533
3675,2270,3147,2404,1462,1516
3676,2321,3086,2402,1432,1550
3677,2679,3432,2478,1463,1689
3678,3137,3718,2586,1584,1738
3679,3335,3928,2687,1584,1775
3680,3348,3845,2660,1632,1772
3681,3324,3649,2657,1616,1744
3682,3291,3727,2646,1606,1732
3683,3328,3729,2665,1622,1717
3684,3310,3806,2649,1679,1742
3685,3311,3963,2680,1663,1726
3686,3282,3717,2718,1599,1681
3687,3298,3759,2762,1610,1704
3688,3263,3932,2774,1588,1601
3689,3198,3875,2807,1631,1487
3690,3141,3769,2746,1653,1448
3691,3108,3718,2667,1567,1417
3692,3059,3732,2638,1603,1484
3693,2992,3679,2580,1577,1551
3694,2843,3598,2532,1561,1577
3695,2649,3471,2519,1599,1584
3696,2486,3374,2467,1513,1541
3697,2406,3386,2484,1500,1523
3698,2396,3328,2404,1377,1509
3699,2367,3298,2329,1388,1491
3700,2426,3512,2417,1416,1528
3701,2722,3606,2663,1506,1620
3702,3145,3867,2666,1572,1714
3703,3318,4141,2729,1634,1740
3704,3339,4072,2702,1649,1754
3705,3310,4026,2717,1625,1752
3706,3308,4059,2772,1637,1756
3707,3299,4105,2740,1674,1768
3708,3291,3966,2807,1737,1755
3709,3245,3946,2749,1615,1757
3710,3193,3845,2690,1600,1773
3711,3168,3707,2721,1574,1743
3712,3127,3820,2730,1583,1783
3713,3067,4112,2680,1681,1751
3714,2995,3645,2678,1697,1747
3715,2910,3733,2704,1576,1709
3716,2816,3652,2608,1549,1673
3717,2760,3631,2516,1591,1641
3718,2691,3655,2494,1575,1633
3719,2509,3525,2500,1529,1610
3720,2321,3420,2455,1509,1497
3721,2213,3362,2360,1500,1472
3722,2174,3342,2411,1480,1422
3723,2107,3244,2458,1466,1385
3724,2160,3197,2480,1517,1380
3725,2210,3232,2494,1573,1451
3726,2335,3391,2536,1588,1569
3727,2548,3560,2584,1610,1641
3728,2745,3684,2626,1703,1691
3729,2830,3635,2681,1695,1738
3730,2868,3629,2681,1716,1726
3731,2851,3596,2629,1686,1711
3732,2831,3563,2585,1666,1697
3733,2796,3556,2578,1660,1695
3734,2761,3532,2585,1648,1674
3735,2778,3716,2562,1645,1687
3736,2813,3832,2576,1629,1711
3737,2803,3765,2578,1639,1721
3738,2783,3637,2621,1665,1695
3739,2747,3583,2566,1665,1684
3740,2642,3550,2564,1666,1660
3741,2609,3522,2543,1640,1628
3742,2593,3494,2522,1610,1600
3743,2435,3388,2465,1611,1585
3744,2303,3284,2406,1579,1560
3745,2232,3238,2395,1557,1528
3746,2169,3240,2378,1507,1512
3747,2109,3200,2306,1489,1491
3748,2125,3168,2330,1486,1472
3749,2121,3184,2360,1450,1491
3750,2197,3257,2423,1455,1522
3751,2336,3383,2460,1504,1564
3752,2522,3462,2524,1546,1618
3753,2623,3554,2580,1587,1656
3754,2662,3565,2616,1599,1686
3755,2685,3574,2648,1598,1679
3756,2695,3513,2615,1605,1671
3757,2729,3579,2590,1581,1671
3758,2757,3572,2659,1572,1657
3759,2775,3540,2761,1587,1673
3760,2787,3519,2693,1613,1656
3761,2805,3566,2656,1633,1725
3762,2874,3614,2683,1669,1694
3763,2893,3627,2699,1695,1702
3764,2848,3658,2580,1703,1715
3765,2807,3624,2546,1688,1697
3766,2725,3556,2555,1653,1656
3767,2490,3407,2526,1538,1611
3768,2294,3307,2474,1453,1553
3769,2228,3294,2433,1426,1561
3770,2203,3304,2390,1417,1566
3771,2191,3333,2386,1494,1541
3772,2299,3397,2440,1491,1596
3773,2644,3588,2622,1606,1723
3774,3086,3842,2845,1750,1803
3775,3295,3912,2926,1866,1849
3776,3324,3987,2894,1800,1854
3777,3262,3915,2848,1768,1853
3778,3273,3857,2833,1766,1840
3779,3257,3854,2815,1793,1838
3780,3266,3900,2787,1783,1755
3781,3251,3774,2802,1834,1809
3782,3249,3882,2814,1719,2082
3783,3317,3921,2791,1735,1890
3784,3287,3804,2776,1702,1811
3785,3223,3842,2767,1677,1779
3786,3129,3741,2800,1725,1770
3787,3071,3704,2708,1725,1712
3788,2981,3657,2701,1745,1747
3789,2887,3594,2660,1690,1708
3790,2720,3532,2635,1620,1608
3791,2499,3420,2576,1587,1615
3792,2358,3349,2517,1556,1581
3793,2261,3221,2434,1559,1557
3794,2224,3216,2374,1543,1538
3795,2159,3196,2358,1515,1536
3796,2251,3285,2416,1521,1564
3797,2608,3534,2505,1582,1691
3798,3087,3838,2655,1692,1798
3799,3270,3918,2781,1718,1847
3800,3283,3901,2798,1719,1838
3801,3258,3779,2729,1749,1862
3802,3218,3861,2727,1742,1853
3803,3199,3849,2723,1706,1804
3804,3187,3818,2780,1634,1802
3805,3185,3847,2760,1715,1803
3806,3162,3829,2787,1721,1808
3807,3224,3833,2805,1688,1793
3808,3166,3787,2856,1678,1793
3809,3099,3745,2748,1656,1762
3810,3080,3754,2781,1635,1763
3811,3060,3752,2712,1644,1791
3812,2994,3727,2708,1623,1744
3813,2882,3679,2648,1638,1720
3814,2718,3572,2582,1584,1677
3815,2479,3406,2545,1540,1631
3816,2322,3320,2504,1481,1595
3817,2228,3287,2472,1482,1564
3818,2189,3280,2421,1483,1464
3819,2145,3224,2345,1469,1390
3820,2241,3289,2335,1463,1330
3821,2589,3522,2514,1497,1291
3822,3038,3714,2713,1600,1440
3823,3223,3789,2749,1694,1445
3824,3214,3762,2786,1654,1444
3825,3183,3704,2724,1644,1406
3826,3152,3678,2687,1581,1380
3827,3065,3741,2596,1602,1490
3828,3190,3799,2625,1653,1309
3829,3195,3820,2585,1635,1341
3830,3168,3826,2570,1653,1336
3831,3172,3807,2645,1679,1348
3832,3177,3714,2692,1641,1329
3833,3111,3749,2696,1593,1289
3834,3079,3767,2644,1679,1270
3835,3066,3757,2618,1623,1324
3836,3050,3703,2582,1581,1368
3837,2952,3620,2517,1496,1292
3838,2826,3539,2500,1429,1096
3839,2585,3381,2458,1383,1066
3840,2370,3277,2362,1362,1113
3841,2267,3259,2275,1359,1061
3842,2276,3246,2309,1349,1067
3843,2230,3228,2332,1339,1067
3844,2311,3202,2301,1337,1077
3845,2666,3469,2398,1422,1182
3846,3083,3815,2605,1468,1402
3847,3323,3954,2807,1550,1530
3848,3304,3890,2711,1549,1403
3849,3296,3800,2776,1553,1425
3850,3259,3807,2777,1631,1450
3851,3236,3907,2724,1616,1456
3852,3235,3873,2789,1618,1454
3853,3236,3876,2706,1569,1503
3854,3232,3859,2710,1504,1500
3855,3255,3895,2763,1581,1545
3856,3189,3836,2679,1559,1568
3857,3123,3764,2695,1554,1554
3858,3115,3773,2732,1584,1472
3859,3039,3757,2672,1598,1496
3860,2995,3681,2634,1591,1567
3861,2905,3622,2562,1609,1508
3862,2748,3547,2452,1551,1479
3863,2538,3432,2468,1443,1416
3864,2383,3350,2357,1387,1440
3865,2308,3282,2352,1393,1411
3866,2281,3243,2211,1394,1358
3867,2230,3254,2187,1386,1412
3868,2315,3245,2309,1377,1435
3869,2587,3358,2467,1384,1507
3870,3058,3652,2694,1494,1681
3871,3261,3819,2683,1552,1643
3872,3241,3743,2526,1621,1654
3873,3219,3904,2510,1571,1742
3874,3247,4000,2632,1510,1814
3875,3284,3895,2837,1407,1749
3876,3253,3895,2878,1398,1743
3877,3241,3833,2786,1504,1732
3878,3219,3864,2760,1513,1715
3879,3172,3820,2802,1532,1806
3880,3139,3888,2728,1622,1761
3881,3139,3823,2668,1629,1720
3882,3060,3720,2519,1602,1716
3883,2969,3742,2500,1573,1725
