Time,NO1_pos,NO1_neg,NO2_pos,NO2_neg,NO3_pos,NO3_neg,NO4_pos,NO4_neg,NO5_pos,NO5_neg
4220,0,0,88,0,0,0,0,0,0,0
4221,0,0,56,32,0,0,0,0,0,6
4222,0,0,0,50,0,0,0,0,0,10
4223,0,0,0,94,0,0,0,0,0,19
4224,0,0,0,47,0,0,0,0,0,42
4225,0,0,0,0,0,0,0,0,0,0
4226,0,0,0,0,0,0,0,0,0,0
4227,0,0,0,0,0,0,0,0,0,0
4228,0,0,0,0,0,0,0,0,0,0
4229,0,0,0,0,0,0,0,0,0,0
4230,0,0,0,0,0,0,0,0,0,0
4231,0,0,12,26,0,0,0,0,5,11
4232,0,0,8,22,0,0,0,0,3,9
4233,0,0,18,40,0,0,0,0,7,16
4234,0,0,0,0,0,0,0,0,0,0
4235,0,0,0,0,0,0,0,0,0,0
4236,0,0,0,0,0,0,0,0,0,0
4237,0,0,0,0,0,0,0,0,0,0
4238,0,0,0,0,0,0,0,0,0,0
4239,0,0,0,0,0,0,0,0,0,0
4240,0,0,6,3,0,0,0,0,11,14
4241,0,0,2,9,0,0,0,0,4,39
4242,0,0,0,16,0,0,0,0,0,69
4243,0,0,0,16,0,0,0,0,0,66
4244,0,0,5,11,0,0,0,0,9,46
4245,0,0,13,6,0,0,0,0,24,25
4246,0,0,0,14,0,0,0,0,0,58
4247,0,0,12,8,0,0,0,0,21,31
4248,0,0,1,36,0,0,0,0,1,33
4249,0,0,0,0,0,0,0,0,0,0
4250,0,0,0,0,0,0,0,0,0,0
4251,0,0,0,0,0,0,0,0,0,0
4252,0,0,0,0,0,0,0,0,0,0
4253,0,0,0,0,0,0,0,0,0,0
4254,0,0,0,0,0,0,0,0,0,0
4255,0,0,36,7,0,0,0,0,14,3
4256,0,0,31,9,0,0,0,0,12,4
4257,0,0,6,45,0,0,0,0,2,18
4258,0,0,0,0,0,0,0,0,0,0
4259,0,0,0,0,0,0,0,0,0,0
4260,0,0,0,0,0,0,0,0,0,0
4261,0,0,0,0,0,0,0,0,0,0
4262,0,0,0,0,0,0,0,0,0,0
4263,0,0,0,0,0,0,0,0,0,0
4264,0,0,0,17,0,0,0,0,0,67
4265,0,0,0,17,0,0,0,0,0,72
4266,0,0,8,6,0,0,0,0,16,26
4267,0,0,33,0,0,0,0,0,61,0
4268,0,0,40,0,0,0,0,0,75,0
4269,0,0,40,0,0,0,0,0,75,0
4270,0,0,25,3,0,0,0,0,47,15
4271,0,0,9,11,0,0,0,0,17,48
4272,0,0,17,22,0,0,0,0,13,7
4273,0,0,0,0,0,0,0,0,0,0
4274,0,0,0,0,0,0,0,0,0,0
4275,0,0,0,0,0,0,0,0,0,0
4276,0,0,0,0,0,0,0,0,0,0
4277,0,0,61,12,0,0,0,0,28,3
4278,0,0,52,26,0,0,0,0,25,7
4279,0,0,9,42,0,0,0,0,4,11
4280,0,0,11,72,0,0,0,0,6,20
4281,0,0,0,0,0,0,0,0,0,0
4282,0,0,0,0,0,0,0,0,0,0
4283,0,0,0,0,0,0,0,0,0,0
4284,0,0,0,0,0,0,0,0,0,0
4285,0,0,27,0,0,0,0,0,20,0
4286,0,0,9,12,0,0,0,0,7,5
4287,0,0,33,0,0,0,0,0,25,0
4288,0,0,30,17,0,0,0,0,22,7
4289,0,0,38,0,0,0,0,0,28,0
4290,0,0,10,9,0,0,0,0,7,3
4291,0,0,34,2,0,0,0,0,26,1
4292,0,0,12,22,0,0,0,0,9,9
4293,0,0,20,31,0,0,0,0,15,12
4294,0,0,20,11,0,0,0,0,15,4
4295,0,0,27,21,0,0,0,0,20,8
4296,0,0,13,31,0,0,0,0,10,10
4297,0,0,0,0,0,0,0,0,0,0
4298,0,0,0,0,0,0,0,0,0,0
4299,0,0,0,0,0,0,0,0,0,0
4300,0,0,0,0,0,0,0,0,0,0
4301,0,0,38,31,0,0,0,0,18,8
4302,0,0,10,66,0,0,0,0,5,18
4303,0,0,4,86,0,0,0,0,2,24
4304,0,0,0,93,0,0,0,0,0,26
4305,0,0,0,0,0,0,0,0,0,0
4306,0,0,0,0,0,0,0,0,0,0
4307,0,0,0,0,0,0,0,0,0,0
4308,0,0,0,0,0,0,0,0,0,0
4309,0,0,2,53,0,0,0,0,1,22
4310,0,0,31,5,0,0,0,0,24,2
4311,0,0,34,11,0,0,0,0,25,5
4312,0,0,27,2,0,0,0,0,21,1
4313,0,0,18,7,0,0,0,0,14,3
4314,0,0,11,38,0,0,0,0,8,15
4315,0,0,0,68,0,0,0,0,0,27
4316,0,0,0,68,0,0,0,0,0,27
4317,0,0,0,61,0,0,0,0,0,27
4318,0,0,9,50,0,0,0,0,7,20
4319,0,0,0,75,0,0,0,0,0,30
4320,0,0,0,73,0,0,0,0,0,23
4321,0,0,0,0,0,0,0,0,0,0
4322,0,0,0,0,0,0,0,0,0,0
4323,0,0,0,0,0,0,0,0,0,0
4324,0,0,0,0,0,0,0,0,0,0
4325,0,0,58,14,0,0,0,0,28,4
4326,0,0,0,91,0,0,0,0,0,25
4327,0,0,18,70,0,0,0,0,8,20
4328,0,0,58,0,0,0,0,0,23,0
4329,0,0,1,0,0,0,0,0,0,0
4330,0,0,0,0,0,0,0,0,0,0
4331,0,0,0,0,0,0,0,0,0,0
4332,0,0,0,0,0,0,0,0,0,0
4333,0,0,2,37,0,0,0,0,2,15
4334,0,0,0,74,0,0,0,0,0,30
4335,0,0,0,58,0,0,0,0,0,24
4336,0,0,10,12,0,0,0,0,8,5
4337,0,0,34,23,0,0,0,0,26,9
4338,0,0,0,75,0,0,0,0,0,30
4339,0,0,0,45,0,0,0,0,0,18
4340,0,0,0,64,0,0,0,0,0,26
4341,0,0,2,40,0,0,0,0,1,16
4342,0,0,9,47,0,0,0,0,7,18
4343,0,0,0,54,0,0,0,0,0,22
4344,0,0,27,23,0,0,0,0,21,7
4345,0,0,0,0,0,0,0,0,0,0
4346,0,0,0,0,0,0,0,0,0,0
4347,0,0,0,0,0,0,0,0,0,0
4348,0,0,0,0,0,0,0,0,0,0
4349,0,0,49,11,0,0,0,0,23,3
4350,0,0,27,42,0,0,0,0,13,12
4351,0,0,0,96,0,0,0,0,0,26
4352,0,0,11,40,0,0,0,0,5,11
4353,0,0,0,0,0,0,0,0,0,0
4354,0,0,0,0,0,0,0,0,0,0
4355,0,0,0,0,0,0,0,0,0,0
4356,0,0,0,0,0,0,0,0,0,0
4357,0,0,18,0,0,0,0,0,13,0
4358,0,0,33,0,0,0,0,0,25,0
4359,0,0,48,0,0,0,0,0,36,0
4360,0,0,40,0,0,0,0,0,30,0
4361,0,0,0,53,0,0,0,0,0,22
4362,0,0,25,20,0,0,0,0,19,8
4363,0,0,27,4,0,0,0,0,21,2
4364,0,0,0,47,0,0,0,0,0,19
4365,0,0,43,4,0,0,0,0,33,2
4366,0,0,58,0,0,0,0,0,43,0
4367,0,0,8,32,0,0,0,0,7,13
4368,0,0,37,19,0,0,0,0,28,6
4369,0,0,0,0,0,0,0,0,0,0
4370,0,0,0,0,0,0,0,0,0,0
4371,0,0,0,0,0,0,0,0,0,0
4372,0,0,0,0,0,0,0,0,0,0
4373,0,0,21,56,0,0,0,0,10,15
4374,0,0,7,79,0,0,0,0,3,22
4375,0,0,37,47,0,0,0,0,18,13
4376,0,0,64,0,0,0,0,0,30,0
4377,0,0,0,0,0,0,0,0,0,0
4378,0,0,0,0,0,0,0,0,0,0
4379,0,0,0,0,0,0,0,0,0,0
4380,0,0,0,0,0,0,0,0,0,0
4381,0,0,0,62,0,0,0,0,0,25
4382,0,0,0,57,0,0,0,0,0,23
4383,0,0,20,5,0,0,0,0,15,2
4384,0,0,0,59,0,0,0,0,0,24
4385,0,0,35,3,0,0,0,0,26,1
4386,0,0,17,12,0,0,0,0,13,5
4387,0,0,39,2,0,0,0,0,29,1
4388,0,0,18,37,0,0,0,0,13,15
4389,0,0,1,41,0,0,0,0,1,17
4390,0,0,7,30,0,0,0,0,5,12
4391,0,0,4,41,0,0,0,0,3,16
4392,0,0,25,5,0,0,0,0,40,9
4393,0,0,0,0,0,0,0,0,0,0
4394,0,0,0,0,0,0,0,0,0,0
4395,0,0,0,0,0,0,0,0,0,0
4396,0,0,0,0,0,0,0,0,0,0
4397,0,0,0,0,0,0,0,0,0,0
4398,0,0,0,0,0,0,0,0,0,0
4399,0,0,37,0,0,0,0,0,50,0
4400,0,0,36,0,0,0,0,0,47,0
4401,0,0,41,0,0,0,0,0,54,0
4402,0,0,0,0,0,0,0,0,0,0
4403,0,0,0,0,0,0,0,0,0,0
4404,0,0,0,0,0,0,0,0,0,0
4405,0,0,0,0,0,0,0,0,0,0
4406,0,0,0,0,0,0,0,0,0,0
4407,0,0,0,0,0,0,0,0,0,0
4408,0,0,4,18,0,0,0,0,1,28
4409,0,0,32,1,0,0,0,0,8,0
4410,0,0,57,0,0,0,0,0,13,0
4411,0,0,61,0,0,0,0,0,15,0
4412,0,0,78,0,0,0,0,0,19,0
4413,0,0,57,6,0,0,0,0,14,9
4414,0,0,34,3,0,0,0,0,8,5
4415,0,0,0,26,0,0,0,0,0,41
4416,0,0,0,28,0,0,0,0,0,56
4417,0,0,0,0,0,0,0,0,0,0
4418,0,0,0,0,0,0,0,0,0,0
4419,0,0,0,0,0,0,0,0,0,0
4420,0,0,0,0,0,0,0,0,0,0
4421,0,0,0,0,0,0,0,0,0,0
4422,0,0,0,0,0,0,0,0,0,0
4423,0,0,16,8,0,0,0,0,22,17
4424,0,0,43,0,0,0,0,0,57,0
4425,0,0,25,4,0,0,0,0,35,7
4426,0,0,0,0,0,0,0,0,0,0
4427,0,0,0,0,0,0,0,0,0,0
4428,0,0,0,0,0,0,0,0,0,0
4429,0,0,0,0,0,0,0,0,0,0
4430,0,0,0,0,0,0,0,0,0,0
4431,0,0,0,0,0,0,0,0,0,0
4432,0,0,13,4,0,0,0,0,3,4
4433,0,0,0,34,0,0,0,0,0,55
4434,0,0,51,3,0,0,0,0,12,3
4435,0,0,16,16,0,0,0,0,4,26
4436,0,0,70,1,0,0,0,0,17,1
4437,0,0,81,0,0,0,0,0,19,0
4438,0,0,49,10,0,0,0,0,11,17
4439,0,0,17,17,0,0,0,0,4,28
4440,0,0,14,14,0,0,0,0,23,35
4441,0,0,0,0,0,0,0,0,0,0
4442,0,0,0,0,0,0,0,0,0,0
4443,0,0,0,0,0,0,0,0,0,0
4444,0,0,0,0,0,0,0,0,0,0
4445,0,0,0,57,0,0,0,0,0,61
4446,0,0,0,62,0,0,0,0,0,66
4447,0,0,16,17,0,0,0,0,13,18
4448,0,0,18,20,0,0,0,0,15,21
4449,0,19,0,66,0,0,0,0,0,19
4450,0,20,0,70,0,0,0,0,0,20
4451,0,0,0,0,0,0,0,0,0,0
4452,0,0,0,0,0,0,0,0,0,0
4453,0,0,51,0,0,0,0,0,0,0
4454,0,0,26,7,0,0,0,0,0,6
4455,0,0,52,3,0,0,0,0,0,3
4456,0,0,0,51,0,0,0,0,0,47
4457,0,0,39,20,0,0,0,0,0,18
4458,0,0,85,0,0,0,0,0,0,0
4459,0,0,59,0,0,0,0,0,0,0
4460,0,0,51,14,0,0,0,0,0,13
4461,0,0,52,15,0,0,0,0,0,13
4462,0,0,0,49,0,0,0,0,0,45
4463,0,0,0,46,0,0,0,0,0,41
4464,0,0,24,4,0,0,0,0,39,10
4465,0,0,0,0,0,0,0,0,0,0
4466,0,0,0,0,0,0,0,0,0,0
4467,0,0,0,0,0,0,0,0,0,0
4468,0,0,0,0,0,0,0,0,0,0
4469,0,0,6,41,0,0,0,0,6,44
4470,0,0,26,27,0,0,0,0,21,30
4471,0,0,0,65,0,0,0,0,0,69
4472,0,0,3,24,0,0,0,0,3,25
4473,17,0,78,0,0,0,0,0,0,0
4474,7,10,33,34,0,0,0,0,0,10
4475,0,0,0,0,0,0,0,0,0,0
4476,0,0,0,0,0,0,0,0,0,0
4477,0,0,0,45,0,0,0,0,0,40
4478,0,0,1,13,0,0,0,0,0,12
4479,0,0,17,8,0,0,0,0,0,7
4480,0,0,42,12,0,0,0,0,0,11
4481,0,0,34,24,0,0,0,0,0,22
4482,0,0,108,0,0,0,0,0,0,0
4483,0,0,103,0,0,0,0,0,0,0
4484,0,0,0,44,0,0,0,0,0,40
4485,0,0,0,46,0,0,0,0,0,42
4486,0,0,0,55,0,0,0,0,0,50
4487,0,0,0,53,0,0,0,0,0,48
4488,0,0,1,19,0,0,0,0,2,47
4489,0,0,0,0,0,0,0,0,0,0
4490,0,0,0,0,0,0,0,0,0,0
4491,0,0,0,0,0,0,0,0,0,0
4492,0,0,0,0,0,0,0,0,0,0
4493,0,0,49,9,0,0,0,0,39,10
4494,0,0,24,9,0,0,0,0,20,10
4495,0,0,18,39,0,0,0,0,15,41
4496,0,0,9,37,0,0,0,0,7,39
4497,5,7,23,25,0,0,0,0,0,7
4498,12,1,57,4,0,0,0,0,0,1
4499,0,0,0,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0,0,0,0
4501,0,0,41,8,0,0,0,0,0,7
4502,0,0,105,0,0,0,0,0,0,0
4503,0,0,24,10,0,0,0,0,0,9
4504,0,0,15,20,0,0,0,0,0,18
4505,0,0,66,0,0,0,0,0,0,0
4506,0,0,39,11,0,0,0,0,0,10
4507,0,0,44,3,0,0,0,0,0,3
4508,0,0,80,1,0,0,0,0,0,1
4509,0,0,57,14,0,0,0,0,0,12
4510,0,0,45,15,0,0,0,0,0,14
4511,0,0,5,34,0,0,0,0,0,31
4512,0,0,0,30,0,0,0,0,0,74
4513,0,0,0,0,0,0,0,0,0,0
4514,0,0,0,0,0,0,0,0,0,0
4515,0,0,0,0,0,0,0,0,0,0
4516,0,0,0,0,0,0,0,0,0,0
4517,0,0,26,6,0,0,0,0,21,6
4518,0,0,8,45,0,0,0,0,6,48
4519,0,0,15,32,0,0,0,0,12,33
4520,0,0,56,0,0,0,0,0,46,0
4521,6,3,28,12,0,0,0,0,0,3
4522,7,0,31,0,0,0,0,0,0,0
4523,0,0,0,0,0,0,0,0,0,0
4524,0,0,0,0,0,0,0,0,0,0
4525,0,0,81,1,0,0,0,0,0,1
4526,0,0,76,0,0,0,0,0,0,0
4527,0,0,37,2,0,0,0,0,0,2
4528,0,0,0,37,0,0,0,0,0,34
4529,0,0,33,16,0,0,0,0,0,15
4530,0,0,99,0,0,0,0,0,0,0
4531,0,0,59,0,0,0,0,0,0,0
4532,0,0,2,33,0,0,0,0,0,30
4533,0,0,81,5,0,0,0,0,0,5
4534,0,0,42,12,0,0,0,0,0,11
4535,0,0,53,4,0,0,0,0,0,4
4536,0,0,24,2,0,0,0,0,39,5
4537,0,0,0,0,0,0,0,0,0,0
4538,0,0,0,0,0,0,0,0,0,0
4539,0,0,0,0,0,0,0,0,0,0
4540,0,0,0,0,0,0,0,0,0,0
4541,0,0,24,18,0,0,0,0,19,19
4542,0,0,11,38,0,0,0,0,9,40
4543,0,0,6,25,0,0,0,0,5,26
4544,0,0,4,18,0,0,0,0,3,19
4545,1,5,6,19,0,0,0,0,0,5
4546,1,2,3,8,0,0,0,0,0,2
4547,0,0,0,0,0,0,0,0,0,0
4548,0,0,0,0,0,0,0,0,0,0
4549,0,0,90,0,0,0,0,0,0,0
4550,0,0,101,0,0,0,0,0,0,0
4551,0,0,109,0,0,0,0,0,0,0
4552,0,0,37,4,0,0,0,0,0,4
4553,0,0,101,0,0,0,0,0,0,0
4554,0,0,8,29,0,0,0,0,0,27
4555,0,0,9,23,0,0,0,0,0,20
4556,0,0,0,51,0,0,0,0,0,46
4557,0,0,0,55,0,0,0,0,0,49
4558,0,0,0,55,0,0,0,0,0,50
4559,0,0,0,40,0,0,0,0,0,36
4560,0,0,52,3,0,0,0,0,10,2
4561,0,0,0,0,0,0,0,0,0,0
4562,0,0,0,0,0,0,0,0,0,0
4563,0,0,0,0,0,0,0,0,0,0
4564,0,0,0,0,0,0,0,0,0,0
4565,0,0,0,0,0,0,0,0,0,0
4566,0,0,0,0,0,0,0,0,0,0
4567,0,0,46,2,0,0,0,0,0,1
4568,0,0,8,47,0,0,0,0,0,35
4569,0,0,89,0,0,0,0,0,0,0
4570,0,0,1,0,0,0,0,0,0,0
4571,0,0,0,0,0,0,0,0,0,0
4572,0,0,0,0,0,0,0,0,0,0
4573,0,0,0,0,0,0,0,0,0,0
4574,0,0,0,0,0,0,0,0,0,0
4575,0,0,0,0,0,0,0,0,0,0
4576,14,0,59,0,0,0,0,0,4,0
4577,7,0,27,1,0,0,0,0,2,0
4578,8,0,32,0,0,0,0,0,2,0
4579,16,0,63,0,0,0,0,0,5,0
4580,10,0,39,12,0,0,0,0,3,3
4581,6,0,23,25,0,0,0,0,2,8
4582,0,0,0,51,0,0,0,0,0,17
4583,6,0,23,26,0,0,0,0,1,8
4584,0,0,24,9,0,0,0,0,5,6
4585,0,0,0,0,0,0,0,0,0,0
4586,0,0,0,0,0,0,0,0,0,0
4587,0,0,0,0,0,0,0,0,0,0
4588,0,0,0,0,0,0,0,0,0,0
4589,0,0,0,0,0,0,0,0,0,0
4590,0,0,0,0,0,0,0,0,0,0
4591,0,0,78,0,0,0,0,0,0,0
4592,0,0,11,16,0,0,0,0,0,12
4593,0,0,6,37,0,0,0,0,0,27
4594,0,0,0,0,0,0,0,0,0,0
4595,0,0,0,0,0,0,0,0,0,0
4596,0,0,0,0,0,0,0,0,0,0
4597,0,0,0,0,0,0,0,0,0,0
4598,0,0,0,0,0,0,0,0,0,0
4599,0,0,0,0,0,0,0,0,0,0
4600,1,0,4,4,0,0,0,0,0,0
4601,2,0,9,48,0,0,0,0,0,15
4602,14,0,56,0,0,0,0,0,3,0
4603,13,0,50,0,0,0,0,0,3,0
4604,5,0,21,2,0,0,0,0,1,0
4605,1,0,3,54,0,0,0,0,0,17
4606,0,0,0,73,0,0,0,0,0,23
4607,0,0,0,66,0,0,0,0,0,21
4608,0,0,7,55,0,0,0,0,2,17
4609,0,0,0,0,0,0,0,0,0,0
4610,0,0,0,0,0,0,0,0,0,0
4611,0,0,0,0,0,0,0,0,0,0
4612,0,0,0,0,0,0,0,0,0,0
4613,2,7,14,42,0,0,0,0,0,4
4614,3,7,16,40,0,0,0,0,0,3
4615,1,11,5,63,0,0,0,0,0,5
4616,1,9,5,52,0,0,0,0,0,5
4617,0,0,27,4,0,0,0,0,5,0
4618,0,0,0,78,0,0,0,0,0,0
4619,0,0,0,0,0,0,0,0,0,0
4620,0,0,0,0,0,0,0,0,0,0
4621,0,0,34,0,0,0,0,0,6,0
4622,0,0,6,43,0,0,0,0,1,7
4623,0,0,14,11,0,0,0,0,2,2
4624,0,0,54,0,0,0,0,0,9,0
4625,0,0,77,0,0,0,0,0,13,0
4626,0,0,88,0,0,0,0,0,15,0
4627,0,0,63,1,0,0,0,0,11,0
4628,0,0,77,0,0,0,0,0,13,0
4629,0,0,15,60,0,0,0,0,2,10
4630,0,0,5,43,0,0,0,0,1,7
4631,0,0,70,2,0,0,0,0,12,0
4632,0,0,50,3,0,0,0,0,12,1
4633,0,0,0,0,0,0,0,0,0,0
4634,0,0,0,0,0,0,0,0,0,0
4635,0,0,0,0,0,0,0,0,0,0
4636,0,0,0,0,0,0,0,0,0,0
4637,3,12,21,69,0,0,0,0,0,6
4638,0,12,2,74,0,0,0,0,0,6
4639,0,20,0,119,0,0,0,0,0,10
4640,5,4,32,25,0,0,0,0,0,2
4641,0,0,3,60,0,0,0,0,0,0
4642,0,0,39,0,0,0,0,0,7,0
4643,0,0,0,0,0,0,0,0,0,0
4644,0,0,0,0,0,0,0,0,0,0
4645,0,0,46,0,0,0,0,0,8,0
4646,0,0,81,0,0,0,0,0,14,0
4647,0,0,32,29,0,0,0,0,5,5
4648,0,0,71,4,0,0,0,0,12,1
4649,0,0,60,0,0,0,0,0,10,0
4650,0,0,23,4,0,0,0,0,4,1
4651,0,0,33,25,0,0,0,0,6,5
4652,0,0,61,5,0,0,0,0,10,1
4653,0,0,39,20,0,0,0,0,7,3
4654,0,0,53,19,0,0,0,0,9,3
4655,0,0,21,42,0,0,0,0,3,7
4656,0,0,0,64,0,0,0,0,0,20
4657,0,0,0,1,0,0,0,0,0,0
4658,0,0,0,0,0,0,0,0,0,0
4659,0,0,0,0,0,0,0,0,0,0
4660,0,0,0,0,0,0,0,0,0,0
4661,0,16,0,98,0,0,0,0,0,8
4662,1,12,7,74,0,0,0,0,0,6
4663,2,15,10,91,0,0,0,0,0,8
4664,8,4,46,25,0,0,0,0,0,2
4665,0,0,86,0,0,0,0,0,15,0
4666,0,0,55,0,0,0,0,0,9,0
4667,0,0,0,0,0,0,0,0,0,0
4668,0,0,0,0,0,0,0,0,0,0
4669,0,0,0,68,0,0,0,0,0,12
4670,0,0,0,48,0,0,0,0,0,8
4671,0,0,8,23,0,0,0,0,1,4
4672,0,0,58,1,0,0,0,0,9,0
4673,0,0,71,4,0,0,0,0,12,1
4674,0,0,4,77,0,0,0,0,1,13
4675,0,0,0,85,0,0,0,0,0,14
4676,0,0,0,67,0,0,0,0,0,11
4677,0,0,0,64,0,0,0,0,0,11
4678,0,0,21,37,0,0,0,0,4,6
4679,0,0,2,68,0,0,0,0,0,11
4680,0,0,35,14,0,0,0,0,8,4
4681,0,0,0,0,0,0,0,0,0,0
4682,0,0,0,0,0,0,0,0,0,0
4683,0,0,0,0,0,0,0,0,0,0
4684,0,0,0,0,0,0,0,0,0,0
4685,3,3,21,21,0,0,0,0,0,2
4686,10,1,62,4,0,0,0,0,0,0
4687,5,9,31,53,0,0,0,0,0,4
4688,12,0,73,2,0,0,0,0,0,0
4689,0,0,25,0,0,0,0,0,4,0
4690,0,0,8,33,0,0,0,0,1,0
4691,0,0,0,0,0,0,0,0,0,0
4692,0,0,0,0,0,0,0,0,0,0
4693,0,0,44,17,0,0,0,0,8,3
4694,0,0,0,59,0,0,0,0,0,10
4695,0,0,0,90,0,0,0,0,0,15
4696,0,0,0,72,0,0,0,0,0,12
4697,0,0,0,89,0,0,0,0,0,15
4698,0,0,17,19,0,0,0,0,3,3
4699,0,0,44,12,0,0,0,0,8,2
4700,0,0,37,34,0,0,0,0,6,6
4701,0,0,7,34,0,0,0,0,1,6
4702,0,0,37,30,0,0,0,0,6,5
4703,0,0,0,69,0,0,0,0,0,12
4704,0,0,16,41,0,0,0,0,4,13
4705,0,0,0,1,0,0,0,0,0,0
4706,0,0,0,0,0,0,0,0,0,0
4707,0,0,0,0,0,0,0,0,0,0
4708,0,0,0,0,0,0,0,0,0,0
4709,8,8,46,47,0,0,0,0,0,4
4710,13,0,78,0,0,0,0,0,0,0
4711,7,6,43,36,0,0,0,0,0,3
4712,7,1,43,9,0,0,0,0,0,1
4713,0,0,51,23,0,0,0,0,8,0
4714,0,0,27,0,0,0,0,0,4,0
4715,0,0,0,0,0,0,0,0,0,0
4716,0,0,0,0,0,0,0,0,0,0
4717,0,0,5,50,0,0,0,0,1,9
4718,0,0,0,76,0,0,0,0,0,13
4719,0,0,0,84,0,0,0,0,0,14
4720,0,0,30,14,0,0,0,0,5,2
4721,0,0,58,0,0,0,0,0,10,0
4722,0,0,89,0,0,0,0,0,15,0
4723,0,0,84,0,0,0,0,0,14,0
4724,0,0,58,2,0,0,0,0,10,0
4725,0,0,74,0,0,0,0,0,12,0
4726,0,0,78,0,0,0,0,0,13,0
4727,0,0,27,43,0,0,0,0,5,7
4728,0,0,14,35,0,0,0,0,0,14
4729,0,0,0,0,0,0,0,0,0,0
4730,0,0,0,0,0,0,0,0,0,0
4731,0,0,0,0,0,0,0,0,0,0
4732,0,0,0,0,0,0,0,0,0,0
4733,0,0,0,0,0,0,0,0,0,0
4734,0,0,0,0,0,0,0,0,0,0
4735,0,0,53,5,0,0,0,0,12,4
4736,0,0,38,0,0,0,0,0,8,0
4737,0,0,13,10,0,0,0,0,3,8
4738,0,0,0,0,0,0,0,0,0,0
4739,0,0,0,0,0,0,0,0,0,0
4740,0,0,0,0,0,0,0,0,0,0
4741,0,0,0,0,0,0,0,0,0,0
4742,0,0,0,0,0,0,0,0,0,0
4743,0,0,0,0,0,0,0,0,0,0
4744,0,0,10,8,0,0,0,0,6,14
4745,0,0,16,16,0,0,0,0,8,29
4746,0,0,0,36,0,0,0,0,0,67
4747,0,0,0,26,0,0,0,0,0,49
4748,0,0,28,1,0,0,0,0,14,1
4749,0,0,68,0,0,0,0,0,34,0
4750,0,0,36,5,0,0,0,0,18,10
4751,0,0,10,26,0,0,0,0,5,50
4752,0,0,0,65,0,0,0,0,0,26
4753,0,0,0,0,0,0,0,0,0,0
4754,0,0,0,0,0,0,0,0,0,0
4755,0,0,0,0,0,0,0,0,0,0
4756,0,0,0,0,0,0,0,0,0,0
4757,0,0,0,0,0,0,0,0,0,0
4758,0,0,0,0,0,0,0,0,0,0
4759,0,0,30,16,0,0,0,0,7,12
4760,0,0,79,0,0,0,0,0,17,0
4761,0,0,2,55,0,0,0,0,0,41
4762,0,0,0,0,0,0,0,0,0,0
4763,0,0,0,0,0,0,0,0,0,0
4764,0,0,0,0,0,0,0,0,0,0
4765,0,0,0,0,0,0,0,0,0,0
4766,0,0,0,0,0,0,0,0,0,0
4767,0,0,0,0,0,0,0,0,0,0
4768,0,0,6,28,0,0,0,0,3,35
4769,0,0,33,13,0,0,0,0,17,11
4770,0,0,21,14,0,0,0,0,10,12
4771,0,0,31,2,0,0,0,0,16,2
4772,0,0,8,9,0,0,0,0,4,16
4773,0,0,58,0,0,0,0,0,29,0
4774,0,0,12,20,0,0,0,0,6,37
4775,0,0,0,38,0,0,0,0,0,70
4776,0,0,0,52,0,0,0,0,0,42
4777,0,0,0,0,0,0,0,0,0,0
4778,0,0,0,0,0,0,0,0,0,0
4779,0,0,0,0,0,0,0,0,0,0
4780,0,0,0,0,0,0,0,0,0,0
4781,0,0,41,15,0,0,0,0,31,11
4782,0,0,37,15,0,0,0,0,28,11
4783,0,0,0,66,0,0,0,0,0,49
4784,0,0,0,67,0,0,0,0,0,50
4785,0,0,6,13,0,0,0,0,5,10
4786,0,0,23,19,0,0,0,0,17,14
4787,0,0,0,0,0,0,0,0,0,0
4788,0,0,0,0,0,0,0,0,0,0
4789,0,0,0,43,0,0,0,0,0,33
4790,0,0,0,41,0,0,0,0,0,31
4791,0,0,0,36,0,0,0,0,0,27
4792,0,0,4,46,0,0,0,0,3,35
4793,0,0,56,0,0,0,0,0,42,0
4794,0,0,46,0,0,0,0,0,36,0
4795,0,0,49,0,0,0,0,0,37,0
4796,0,0,29,16,0,0,0,0,22,19
4797,0,0,0,31,0,0,0,0,0,36
4798,0,0,1,20,0,0,0,0,1,30
4799,0,0,0,25,0,0,0,0,0,45
4800,0,0,0,27,0,0,0,0,0,36
4801,0,0,0,0,0,0,0,0,0,0
4802,0,0,0,0,0,0,0,0,0,0
4803,0,0,0,0,0,0,0,0,0,0
4804,0,0,0,0,0,0,0,0,0,0
4805,0,0,26,27,0,0,0,0,20,26
4806,0,0,39,12,0,0,0,0,29,12
4807,0,0,0,28,0,0,0,0,0,56
4808,0,0,0,69,0,0,0,0,0,56
4809,0,0,20,3,0,0,0,0,15,2
4810,0,0,36,0,0,0,0,0,26,0
4811,0,0,0,0,0,0,0,0,0,0
4812,0,0,0,0,0,0,0,0,0,0
4813,0,0,0,29,0,0,0,0,0,21
4814,0,0,3,29,0,0,0,0,2,23
4815,0,0,47,0,0,0,0,0,35,0
4816,0,0,1,29,0,0,0,0,1,22
4817,0,0,58,0,0,0,0,0,44,0
4818,0,0,13,10,0,0,0,0,10,8
4819,0,0,0,38,0,0,0,0,0,30
4820,0,0,8,14,0,0,0,0,6,11
4821,0,0,42,1,0,0,0,0,31,0
4822,0,0,12,39,0,0,0,0,9,29
4823,0,0,0,60,0,0,0,0,0,45
4824,0,0,22,21,0,0,0,0,17,16
